order_id,order_date,delivery_time,area
101109,2023-03-25,2023-03-25 07:37:00,East
101110,2023-10-03,2023-10-03 14:39:00,South
101111,2023-12-05,2023-12-05 15:29:00,West
101112,2023-06-02,2023-06-02 16:14:00,Central
101113,2023-04-10,2023-04-10 08:39:00,South
101114,2023-03-23,2023-03-23 08:15:00,East
101115,2023-10-09,2023-10-09 01:05:00,North
101116,2023-10-26,2023-10-26 08:23:00,North
101117,2023-05-07,2023-05-07 18:36:00,South
101118,2023-09-03,2023-09-03 18:12:00,East
101119,2023-02-06,2023-02-06 20:02:00,East
101120,2023-03-18,2023-03-18 03:10:00,North
101121,2023-09-20,2023-09-20 06:42:00,East
101122,2023-08-22,2023-08-22 00:28:00,South
101123,2023-05-09,2023-05-09 23:47:00,East
101124,2023-06-28,2023-06-28 04:01:00,South
101125,2023-10-06,2023-10-06 16:20:00,South
101126,2023-12-13,2023-12-13 15:33:00,North
101127,2023-12-16,2023-12-16 03:56:00,East
101128,2023-04-22,2023-04-22 08:51:00,South
101129,2023-10-04,2023-10-04 20:05:00,South
101130,2023-07-15,2023-07-15 02:46:00,East
101131,2023-05-19,2023-05-19 07:05:00,South
101132,2023-11-10,2023-11-10 12:08:00,Central
101133,2023-02-04,2023-02-04 03:34:00,South
101134,2023-06-05,2023-06-05 13:20:00,East
101135,2023-03-31,2023-03-31 02:55:00,Central
101136,2023-05-15,2023-05-15 19:55:00,South
101137,2023-06-28,2023-06-28 07:49:00,East
101138,2023-10-09,2023-10-09 22:04:00,North
101139,2023-05-10,2023-05-10 10:55:00,East
101140,2023-12-20,2023-12-20 15:42:00,East
101141,2023-04-22,2023-04-22 16:15:00,North
101142,2023-08-16,2023-08-16 03:57:00,West
101143,2023-12-06,2023-12-06 03:34:00,West
101144,2023-09-05,2023-09-05 19:52:00,South
101145,2023-03-15,2023-03-15 23:22:00,North
101146,2023-08-19,2023-08-19 15:16:00,North
101147,2023-05-07,2023-05-07 22:42:00,North
101148,2023-10-06,2023-10-06 19:17:00,South
101149,2023-10-06,2023-10-06 21:57:00,North
101150,2023-11-07,2023-11-07 18:30:00,East
101151,2023-07-04,2023-07-04 03:58:00,North
101152,2023-08-19,2023-08-19 13:34:00,Central
101153,2023-10-31,2023-10-31 10:40:00,North
101154,2023-10-01,2023-10-01 07:42:00,South
101155,2023-01-07,2023-01-07 08:14:00,Central
101156,2023-03-23,2023-03-23 19:45:00,South
101157,2023-07-06,2023-07-06 09:45:00,Central
101158,2023-07-12,2023-07-12 09:43:00,West
101159,2023-05-10,2023-05-10 08:26:00,South
101160,2023-07-18,2023-07-18 21:43:00,East
101161,2023-06-29,2023-06-29 13:28:00,East
101162,2023-04-04,2023-04-04 02:27:00,South
101163,2023-08-27,2023-08-27 18:47:00,South
101164,2023-08-16,2023-08-16 19:27:00,East
101165,2023-05-12,2023-05-12 16:16:00,East
101166,2023-12-03,2023-12-03 20:40:00,North
101167,2023-10-31,2023-10-31 17:51:00,East
101168,2023-10-01,2023-10-01 08:24:00,East
101169,2023-01-28,2023-01-28 04:42:00,West
101170,2023-10-29,2023-10-29 12:12:00,East
101171,2023-04-04,2023-04-04 08:18:00,South
101172,2023-02-18,2023-02-18 23:47:00,West
101173,2023-07-18,2023-07-18 15:52:00,West
101174,2023-02-24,2023-02-24 05:21:00,West
101175,2023-05-29,2023-05-29 06:36:00,Central
101176,2023-05-25,2023-05-25 12:12:00,West
101177,2023-09-15,2023-09-15 10:58:00,South
101178,2023-09-17,2023-09-17 13:50:00,North
101179,2023-12-13,2023-12-13 15:59:00,Central
101180,2023-04-13,2023-04-13 21:47:00,South
101181,2023-06-02,2023-06-02 15:29:00,Central
101182,2023-05-21,2023-05-21 10:39:00,Central
101183,2023-03-13,2023-03-13 09:16:00,Central
101184,2023-04-10,2023-04-10 10:10:00,West
101185,2023-01-02,2023-01-02 03:14:00,South
101186,2023-01-05,2023-01-05 13:01:00,East
101187,2023-01-20,2023-01-20 18:20:00,West
101188,2023-12-11,2023-12-11 11:00:00,North
101189,2023-04-06,2023-04-06 04:59:00,West
101190,2023-08-03,2023-08-03 09:09:00,Central
101191,2023-10-03,2023-10-03 04:20:00,Central
101192,2023-07-12,2023-07-12 22:10:00,Central
101193,2023-05-06,2023-05-06 03:53:00,West
101194,2023-07-20,2023-07-20 00:08:00,North
101195,2023-09-24,2023-09-24 15:19:00,North
101196,2023-01-03,2023-01-03 08:51:00,South
101197,2023-12-20,2023-12-20 03:18:00,South
101198,2023-12-13,2023-12-13 15:13:00,West
101199,2023-03-12,2023-03-12 00:56:00,West
101200,2023-08-20,2023-08-20 12:16:00,North
101201,2023-09-13,2023-09-13 03:36:00,West
101202,2023-03-10,2023-03-10 22:19:00,South
101203,2023-08-04,2023-08-04 23:32:00,East
101204,2023-09-12,2023-09-12 13:13:00,North
101205,2023-11-18,2023-11-18 14:30:00,North
101206,2023-06-29,2023-06-29 03:02:00,West
101207,2023-11-01,2023-11-01 15:10:00,West
101208,2023-03-28,2023-03-28 20:42:00,East
101209,2023-02-08,2023-02-08 02:15:00,West
101210,2023-06-29,2023-06-29 22:07:00,South
101211,2023-07-13,2023-07-13 05:02:00,Central
101212,2023-06-14,2023-06-14 22:00:00,North
101213,2023-12-04,2023-12-04 03:54:00,South
101214,2023-03-24,2023-03-24 17:21:00,Central
101215,2023-08-03,2023-08-03 16:51:00,North
101216,2023-10-31,2023-10-31 10:01:00,East
101217,2023-12-25,2023-12-25 03:11:00,Central
101218,2023-09-09,2023-09-09 07:54:00,Central
101219,2023-08-22,2023-08-22 13:15:00,South
101220,2023-10-26,2023-10-26 04:53:00,West
101221,2023-07-24,2023-07-24 10:37:00,Central
101222,2023-03-19,2023-03-19 01:54:00,West
101223,2023-10-27,2023-10-27 01:05:00,South
101224,2023-12-28,2023-12-28 16:35:00,South
101225,2023-01-13,2023-01-13 17:13:00,West
101226,2023-05-31,2023-05-31 04:43:00,South
101227,2023-08-16,2023-08-16 11:31:00,Central
101228,2023-02-11,2023-02-11 13:46:00,North
101229,2023-01-01,2023-01-01 06:06:00,Central
101230,2023-10-02,2023-10-02 14:27:00,Central
101231,2023-07-13,2023-07-13 21:48:00,West
101232,2023-06-30,2023-06-30 05:35:00,South
101233,2023-04-19,2023-04-19 17:29:00,South
101234,2023-01-26,2023-01-26 23:09:00,East
101235,2023-08-29,2023-08-29 17:16:00,West
101236,2023-05-05,2023-05-05 16:53:00,West
101237,2023-11-10,2023-11-10 17:05:00,East
101238,2023-02-28,2023-02-28 03:47:00,East
101239,2023-07-03,2023-07-03 16:51:00,Central
101240,2023-01-10,2023-01-10 03:51:00,East
101241,2023-07-09,2023-07-09 00:47:00,Central
101242,2023-11-03,2023-11-03 20:12:00,North
101243,2023-10-21,2023-10-21 07:17:00,North
101244,2023-02-28,2023-02-28 09:23:00,Central
101245,2023-08-12,2023-08-12 12:40:00,West
101246,2023-03-08,2023-03-08 17:47:00,West
101247,2023-04-14,2023-04-14 05:46:00,Central
101248,2023-08-11,2023-08-11 19:18:00,West
101249,2023-04-17,2023-04-17 16:04:00,North
101250,2023-11-07,2023-11-07 23:39:00,Central
101251,2023-04-25,2023-04-25 22:17:00,West
101252,2023-07-06,2023-07-06 08:09:00,West
101253,2023-03-08,2023-03-08 21:17:00,West
101254,2023-04-23,2023-04-23 03:29:00,West
101255,2023-10-01,2023-10-01 10:34:00,South
101256,2023-08-31,2023-08-31 13:05:00,East
101257,2023-01-15,2023-01-15 10:02:00,South
101258,2023-11-24,2023-11-24 12:30:00,South
101259,2023-01-22,2023-01-22 01:34:00,West
101260,2023-08-14,2023-08-14 18:36:00,West
101261,2023-11-17,2023-11-17 11:35:00,West
101262,2023-09-24,2023-09-24 04:16:00,West
101263,2023-12-01,2023-12-01 15:44:00,South
101264,2023-12-15,2023-12-15 17:17:00,Central
101265,2023-11-09,2023-11-09 15:23:00,North
101266,2023-12-22,2023-12-22 07:43:00,East
101267,2023-08-24,2023-08-24 16:42:00,West
101268,2023-03-02,2023-03-02 14:03:00,East
101269,2023-06-16,2023-06-16 16:46:00,North
101270,2023-10-19,2023-10-19 13:06:00,South
101271,2023-01-22,2023-01-22 18:57:00,North
101272,2023-01-22,2023-01-22 23:16:00,West
101273,2023-11-27,2023-11-27 14:56:00,Central
101274,2023-12-25,2023-12-25 11:40:00,West
101275,2023-02-10,2023-02-10 05:01:00,West
101276,2023-09-25,2023-09-25 12:49:00,West
101277,2023-11-26,2023-11-26 18:44:00,Central
101278,2023-07-10,2023-07-10 08:03:00,Central
101279,2023-10-21,2023-10-21 03:37:00,Central
101280,2023-08-07,2023-08-07 21:14:00,East
101281,2023-01-13,2023-01-13 10:32:00,Central
101282,2023-11-20,2023-11-20 11:45:00,South
101283,2023-04-07,2023-04-07 21:44:00,South
101284,2023-04-01,2023-04-01 08:49:00,South
101285,2023-10-13,2023-10-13 21:46:00,North
101286,2023-10-16,2023-10-16 03:19:00,East
101287,2023-03-21,2023-03-21 16:48:00,South
101288,2023-01-14,2023-01-14 14:55:00,East
101289,2023-07-03,2023-07-03 03:10:00,Central
101290,2023-01-06,2023-01-06 03:19:00,East
101291,2023-01-11,2023-01-11 02:55:00,East
101292,2023-11-29,2023-11-29 11:18:00,South
101293,2023-04-23,2023-04-23 09:19:00,South
101294,2023-12-18,2023-12-18 10:00:00,East
101295,2023-07-28,2023-07-28 04:39:00,North
101296,2023-11-01,2023-11-01 11:52:00,North
101297,2023-09-21,2023-09-21 11:09:00,West
101298,2023-12-15,2023-12-15 18:34:00,South
101299,2023-03-11,2023-03-11 07:09:00,West
101300,2023-04-27,2023-04-27 19:01:00,North
101301,2023-10-30,2023-10-30 01:53:00,South
101302,2023-12-10,2023-12-10 15:56:00,East
101303,2023-12-21,2023-12-21 20:52:00,South
101304,2023-11-05,2023-11-05 00:34:00,North
101305,2023-09-13,2023-09-13 09:57:00,North
101306,2023-10-20,2023-10-20 10:43:00,North
101307,2023-10-17,2023-10-17 11:25:00,South
101308,2023-10-03,2023-10-03 19:27:00,West
101309,2023-04-21,2023-04-21 14:27:00,East
101310,2023-01-26,2023-01-26 07:02:00,East
101311,2023-03-12,2023-03-12 17:41:00,East
101312,2023-04-04,2023-04-04 05:11:00,West
101313,2023-05-19,2023-05-19 06:02:00,Central
101314,2023-05-01,2023-05-01 23:13:00,South
101315,2023-03-03,2023-03-03 18:06:00,Central
101316,2023-08-06,2023-08-06 17:47:00,West
101317,2023-12-07,2023-12-07 02:05:00,North
101318,2023-08-04,2023-08-04 20:59:00,East
101319,2023-06-07,2023-06-07 02:31:00,South
101320,2023-09-14,2023-09-14 06:43:00,West
101321,2023-09-17,2023-09-17 07:03:00,North
101322,2023-11-02,2023-11-02 09:08:00,West
101323,2023-03-18,2023-03-18 05:46:00,South
101324,2023-09-10,2023-09-10 01:41:00,Central
101325,2023-04-29,2023-04-29 06:33:00,Central
101326,2023-06-08,2023-06-08 12:21:00,North
101327,2023-01-13,2023-01-13 22:54:00,Central
101328,2023-09-15,2023-09-15 12:24:00,West
101329,2023-02-09,2023-02-09 18:45:00,East
101330,2023-02-24,2023-02-24 06:08:00,East
101331,2023-03-06,2023-03-06 19:29:00,Central
101332,2023-02-02,2023-02-02 22:35:00,South
101333,2023-07-18,2023-07-18 12:56:00,West
101334,2023-11-15,2023-11-15 13:38:00,West
101335,2023-08-01,2023-08-01 19:58:00,South
101336,2023-06-20,2023-06-20 05:15:00,North
101337,2023-07-03,2023-07-03 23:01:00,South
101338,2023-10-14,2023-10-14 06:10:00,Central
101339,2023-06-26,2023-06-26 06:47:00,West
101340,2023-11-11,2023-11-11 00:26:00,North
101341,2023-03-16,2023-03-16 06:45:00,Central
101342,2023-10-23,2023-10-23 15:48:00,North
101343,2023-02-11,2023-02-11 15:19:00,North
101344,2023-01-21,2023-01-21 08:39:00,North
101345,2023-05-09,2023-05-09 07:39:00,West
101346,2023-04-21,2023-04-21 07:01:00,East
101347,2023-06-16,2023-06-16 14:17:00,South
101348,2023-05-12,2023-05-12 19:53:00,South
101349,2023-02-12,2023-02-12 22:58:00,South
101350,2023-09-05,2023-09-05 18:16:00,West
101351,2023-06-06,2023-06-06 11:26:00,South
101352,2023-04-10,2023-04-10 21:29:00,South
101353,2023-06-30,2023-06-30 18:29:00,Central
101354,2023-03-21,2023-03-21 20:43:00,Central
101355,2023-01-18,2023-01-18 00:52:00,East
101356,2023-09-15,2023-09-15 01:53:00,West
101357,2023-07-23,2023-07-23 20:10:00,Central
101358,2023-06-01,2023-06-01 19:30:00,North
101359,2023-03-09,2023-03-09 06:03:00,South
101360,2023-12-23,2023-12-23 20:37:00,South
101361,2023-01-07,2023-01-07 19:07:00,South
101362,2023-02-18,2023-02-18 12:01:00,East
101363,2023-07-18,2023-07-18 02:04:00,North
101364,2023-06-24,2023-06-24 22:30:00,North
101365,2023-03-15,2023-03-15 03:07:00,South
101366,2023-05-29,2023-05-29 03:12:00,West
101367,2023-04-23,2023-04-23 13:08:00,West
101368,2023-05-16,2023-05-16 06:54:00,West
101369,2023-07-12,2023-07-12 13:52:00,West
101370,2023-03-09,2023-03-09 21:12:00,North
101371,2023-04-18,2023-04-18 13:01:00,West
101372,2023-08-16,2023-08-16 00:45:00,North
101373,2023-07-11,2023-07-11 03:27:00,West
101374,2023-10-10,2023-10-10 06:09:00,Central
101375,2023-08-01,2023-08-01 04:31:00,West
101376,2023-11-11,2023-11-11 18:41:00,West
101377,2023-03-29,2023-03-29 15:34:00,North
101378,2023-12-05,2023-12-05 14:31:00,East
101379,2023-09-16,2023-09-16 12:58:00,West
101380,2023-01-08,2023-01-08 19:04:00,North
101381,2023-08-30,2023-08-30 17:39:00,West
101382,2023-06-25,2023-06-25 01:54:00,East
101383,2023-05-10,2023-05-10 04:07:00,North
101384,2023-08-03,2023-08-03 09:41:00,West
101385,2023-03-13,2023-03-13 18:49:00,South
101386,2023-02-05,2023-02-05 16:03:00,Central
101387,2023-04-07,2023-04-07 03:07:00,East
101388,2023-09-20,2023-09-20 15:50:00,West
101389,2023-12-10,2023-12-10 13:59:00,West
101390,2023-06-18,2023-06-18 06:56:00,North
101391,2023-09-14,2023-09-14 15:48:00,West
101392,2023-11-20,2023-11-20 13:18:00,East
101393,2023-10-11,2023-10-11 11:56:00,South
101394,2023-01-01,2023-01-01 17:13:00,West
101395,2023-08-23,2023-08-23 09:25:00,South
101396,2023-03-06,2023-03-06 07:56:00,South
101397,2023-06-22,2023-06-22 20:25:00,South
101398,2023-11-15,2023-11-15 18:29:00,East
101399,2023-01-14,2023-01-14 22:14:00,West
101400,2023-11-19,2023-11-19 12:31:00,West
101401,2023-03-14,2023-03-14 05:17:00,Central
101402,2023-09-04,2023-09-04 22:08:00,South
101403,2023-12-07,2023-12-07 10:26:00,North
101404,2023-10-09,2023-10-09 18:25:00,West
101405,2023-08-12,2023-08-12 09:25:00,North
101406,2023-01-15,2023-01-15 20:19:00,Central
101407,2023-11-14,2023-11-14 07:32:00,North
101408,2023-04-03,2023-04-03 08:16:00,South
101409,2023-08-22,2023-08-22 06:53:00,South
101410,2023-05-25,2023-05-25 04:05:00,West
101411,2023-08-23,2023-08-23 11:34:00,Central
101412,2023-08-25,2023-08-25 10:20:00,East
101413,2023-03-06,2023-03-06 22:06:00,West
101414,2023-06-12,2023-06-12 02:24:00,West
101415,2023-10-29,2023-10-29 11:42:00,South
101416,2023-01-14,2023-01-14 20:05:00,East
101417,2023-10-05,2023-10-05 07:40:00,Central
101418,2023-07-14,2023-07-14 07:53:00,North
101419,2023-01-07,2023-01-07 16:49:00,North
101420,2023-10-24,2023-10-24 09:48:00,East
101421,2023-04-15,2023-04-15 18:54:00,South
101422,2023-09-30,2023-09-30 05:16:00,East
101423,2023-05-02,2023-05-02 15:13:00,East
101424,2023-07-06,2023-07-06 01:34:00,Central
101425,2023-11-20,2023-11-20 09:54:00,Central
101426,2023-09-03,2023-09-03 10:11:00,Central
101427,2023-08-27,2023-08-27 02:31:00,South
101428,2023-02-11,2023-02-11 15:25:00,Central
101429,2023-04-17,2023-04-17 13:58:00,Central
101430,2023-05-08,2023-05-08 01:40:00,North
101431,2023-04-10,2023-04-10 16:22:00,West
101432,2023-02-22,2023-02-22 12:56:00,North
101433,2023-03-02,2023-03-02 11:04:00,South
101434,2023-01-06,2023-01-06 18:53:00,South
101435,2023-04-03,2023-04-03 09:29:00,North
101436,2023-08-31,2023-08-31 15:00:00,East
101437,2023-12-11,2023-12-11 17:51:00,South
101438,2023-10-30,2023-10-30 14:35:00,East
101439,2023-03-18,2023-03-18 00:34:00,East
101440,2023-08-02,2023-08-02 12:37:00,West
101441,2023-08-22,2023-08-22 23:11:00,East
101442,2023-08-15,2023-08-15 04:03:00,West
101443,2023-04-03,2023-04-03 17:13:00,West
101444,2023-10-22,2023-10-22 06:23:00,South
101445,2023-09-05,2023-09-05 10:22:00,West
101446,2023-02-09,2023-02-09 22:25:00,Central
101447,2023-12-14,2023-12-14 00:21:00,North
101448,2023-04-23,2023-04-23 01:51:00,West
101449,2023-06-30,2023-06-30 18:31:00,East
101450,2023-09-14,2023-09-14 04:57:00,South
101451,2023-02-25,2023-02-25 06:49:00,Central
101452,2023-09-14,2023-09-14 13:15:00,West
101453,2023-12-27,2023-12-27 00:14:00,East
101454,2023-10-29,2023-10-29 04:39:00,East
101455,2023-09-23,2023-09-23 06:49:00,South
101456,2023-09-06,2023-09-06 00:20:00,West
101457,2023-03-29,2023-03-29 02:38:00,Central
101458,2023-08-03,2023-08-03 08:39:00,Central
101459,2023-02-16,2023-02-16 04:16:00,Central
101460,2023-03-28,2023-03-28 16:41:00,East
101461,2023-07-01,2023-07-01 20:12:00,South
101462,2023-02-19,2023-02-19 16:13:00,East
101463,2023-10-11,2023-10-11 17:14:00,West
101464,2023-07-13,2023-07-13 03:20:00,East
101465,2023-03-18,2023-03-18 02:02:00,West
101466,2023-08-07,2023-08-07 06:39:00,West
101467,2023-12-30,2023-12-30 06:57:00,South
101468,2023-01-16,2023-01-16 23:18:00,Central
101469,2023-06-17,2023-06-17 23:45:00,West
101470,2023-04-27,2023-04-27 12:06:00,North
101471,2023-03-09,2023-03-09 23:10:00,South
101472,2023-12-28,2023-12-28 15:36:00,East
101473,2023-09-22,2023-09-22 09:48:00,West
101474,2023-10-05,2023-10-05 13:17:00,East
101475,2023-08-01,2023-08-01 13:35:00,North
101476,2023-04-16,2023-04-16 17:44:00,South
101477,2023-11-04,2023-11-04 14:52:00,East
101478,2023-11-14,2023-11-14 07:55:00,South
101479,2023-11-13,2023-11-13 15:30:00,North
101480,2023-02-01,2023-02-01 16:23:00,North
101481,2023-05-23,2023-05-23 08:45:00,North
101482,2023-01-01,2023-01-01 08:08:00,Central
101483,2023-09-25,2023-09-25 08:25:00,Central
101484,2023-10-15,2023-10-15 18:09:00,North
101485,2023-04-20,2023-04-20 09:35:00,South
101486,2023-02-24,2023-02-24 01:52:00,South
101487,2023-04-29,2023-04-29 03:54:00,West
101488,2023-08-17,2023-08-17 13:17:00,South
101489,2023-05-25,2023-05-25 11:02:00,South
101490,2023-09-11,2023-09-11 23:45:00,East
101491,2023-06-08,2023-06-08 18:44:00,North
101492,2023-01-29,2023-01-29 00:13:00,North
101493,2023-10-20,2023-10-20 04:32:00,Central
101494,2023-10-17,2023-10-17 17:10:00,East
101495,2023-08-09,2023-08-09 16:22:00,West
101496,2023-10-07,2023-10-07 12:49:00,South
101497,2023-02-03,2023-02-03 14:21:00,East
101498,2023-07-26,2023-07-26 11:47:00,North
101499,2023-10-05,2023-10-05 19:18:00,South
101500,2023-08-07,2023-08-07 11:59:00,North
101501,2023-04-06,2023-04-06 15:43:00,Central
101502,2023-03-31,2023-03-31 16:25:00,South
101503,2023-05-23,2023-05-23 20:31:00,West
101504,2023-09-07,2023-09-07 11:25:00,West
101505,2023-09-03,2023-09-03 04:16:00,Central
101506,2023-07-12,2023-07-12 15:09:00,Central
101507,2023-09-19,2023-09-19 09:54:00,South
101508,2023-02-13,2023-02-13 08:35:00,South
101509,2023-02-22,2023-02-22 17:08:00,Central
101510,2023-12-24,2023-12-24 15:39:00,South
101511,2023-04-16,2023-04-16 20:49:00,North
101512,2023-11-05,2023-11-05 03:08:00,North
101513,2023-06-14,2023-06-14 20:26:00,North
101514,2023-10-14,2023-10-14 09:09:00,South
101515,2023-11-11,2023-11-11 23:45:00,South
101516,2023-08-15,2023-08-15 20:31:00,East
101517,2023-09-23,2023-09-23 05:49:00,North
101518,2023-12-11,2023-12-11 11:36:00,East
101519,2023-11-01,2023-11-01 15:57:00,West
101520,2023-06-17,2023-06-17 02:02:00,East
101521,2023-04-18,2023-04-18 20:52:00,Central
101522,2023-12-19,2023-12-19 20:49:00,North
101523,2023-08-03,2023-08-03 11:59:00,South
101524,2023-09-28,2023-09-28 04:24:00,Central
101525,2023-03-09,2023-03-09 23:51:00,North
101526,2023-09-14,2023-09-14 03:19:00,South
101527,2023-05-16,2023-05-16 21:45:00,South
101528,2023-10-24,2023-10-24 10:51:00,North
101529,2023-06-05,2023-06-05 22:52:00,Central
101530,2023-04-25,2023-04-25 15:31:00,Central
101531,2023-10-10,2023-10-10 04:00:00,West
101532,2023-08-31,2023-08-31 03:45:00,Central
101533,2023-05-22,2023-05-22 23:34:00,North
101534,2023-11-09,2023-11-09 03:49:00,East
101535,2023-12-27,2023-12-27 09:12:00,West
101536,2023-01-13,2023-01-13 20:36:00,South
101537,2023-04-23,2023-04-23 16:12:00,North
101538,2023-10-01,2023-10-01 04:34:00,North
101539,2023-11-19,2023-11-19 05:44:00,East
101540,2023-06-02,2023-06-02 20:10:00,West
101541,2023-09-13,2023-09-13 07:07:00,Central
101542,2023-09-25,2023-09-25 17:10:00,East
101543,2023-10-23,2023-10-23 22:27:00,West
101544,2023-06-15,2023-06-15 05:49:00,Central
101545,2023-04-16,2023-04-16 10:10:00,East
101546,2023-03-28,2023-03-28 06:18:00,South
101547,2023-02-19,2023-02-19 16:16:00,South
101548,2023-08-04,2023-08-04 13:57:00,Central
101549,2023-09-05,2023-09-05 08:55:00,South
101550,2023-08-06,2023-08-06 07:41:00,Central
101551,2023-09-09,2023-09-09 05:36:00,South
101552,2023-02-12,2023-02-12 06:30:00,Central
101553,2023-04-21,2023-04-21 09:17:00,South
101554,2023-05-25,2023-05-25 23:11:00,East
101555,2023-09-05,2023-09-05 10:41:00,East
101556,2023-01-05,2023-01-05 05:48:00,West
101557,2023-03-17,2023-03-17 10:11:00,Central
101558,2023-01-21,2023-01-21 09:21:00,North
101559,2023-08-29,2023-08-29 21:14:00,South
101560,2023-02-23,2023-02-23 23:53:00,West
101561,2023-05-28,2023-05-28 09:44:00,Central
101562,2023-07-14,2023-07-14 17:50:00,East
101563,2023-01-08,2023-01-08 08:25:00,South
101564,2023-03-03,2023-03-03 00:23:00,South
101565,2023-06-28,2023-06-28 12:16:00,East
101566,2023-03-31,2023-03-31 18:28:00,East
101567,2023-08-24,2023-08-24 14:11:00,Central
101568,2023-07-12,2023-07-12 21:15:00,East
101569,2023-05-25,2023-05-25 20:58:00,Central
101570,2023-09-01,2023-09-01 08:10:00,North
101571,2023-05-04,2023-05-04 05:58:00,South
101572,2023-08-03,2023-08-03 13:47:00,North
101573,2023-05-31,2023-05-31 10:56:00,North
101574,2023-01-19,2023-01-19 11:11:00,West
101575,2023-08-15,2023-08-15 04:54:00,East
101576,2023-07-06,2023-07-06 09:22:00,South
101577,2023-11-11,2023-11-11 13:15:00,North
101578,2023-06-08,2023-06-08 17:35:00,East
101579,2023-06-19,2023-06-19 07:01:00,East
101580,2023-11-22,2023-11-22 07:06:00,South
101581,2023-11-04,2023-11-04 17:24:00,Central
101582,2023-01-06,2023-01-06 07:11:00,Central
101583,2023-01-21,2023-01-21 16:11:00,East
101584,2023-10-12,2023-10-12 12:45:00,East
101585,2023-06-18,2023-06-18 10:50:00,West
101586,2023-07-07,2023-07-07 13:11:00,West
101587,2023-06-20,2023-06-20 20:46:00,South
101588,2023-07-30,2023-07-30 13:26:00,South
101589,2023-07-30,2023-07-30 05:36:00,North
101590,2023-02-27,2023-02-27 16:39:00,South
101591,2023-12-13,2023-12-13 16:35:00,East
101592,2023-06-26,2023-06-26 18:54:00,West
101593,2023-08-09,2023-08-09 05:59:00,South
101594,2023-09-28,2023-09-28 17:18:00,Central
101595,2023-05-13,2023-05-13 14:51:00,South
101596,2023-07-07,2023-07-07 19:09:00,North
101597,2023-02-09,2023-02-09 14:14:00,East
101598,2023-03-20,2023-03-20 07:53:00,North
101599,2023-08-04,2023-08-04 13:24:00,West
101600,2023-05-08,2023-05-08 17:17:00,East
101601,2023-07-22,2023-07-22 20:13:00,North
101602,2023-07-14,2023-07-14 03:06:00,North
101603,2023-01-23,2023-01-23 14:43:00,South
101604,2023-01-24,2023-01-24 03:09:00,North
101605,2023-12-20,2023-12-20 02:23:00,South
101606,2023-01-29,2023-01-29 12:31:00,Central
101607,2023-12-28,2023-12-28 11:14:00,East
101608,2023-05-13,2023-05-13 15:09:00,West
101609,2023-11-30,2023-11-30 11:27:00,East
101610,2023-05-12,2023-05-12 05:51:00,East
101611,2023-03-15,2023-03-15 10:20:00,East
101612,2023-01-09,2023-01-09 01:15:00,North
101613,2023-05-10,2023-05-10 14:48:00,East
101614,2023-10-09,2023-10-09 07:45:00,Central
101615,2023-02-10,2023-02-10 16:09:00,East
101616,2023-04-19,2023-04-19 00:53:00,Central
101617,2023-10-06,2023-10-06 12:22:00,Central
101618,2023-06-13,2023-06-13 19:35:00,Central
101619,2023-05-31,2023-05-31 10:22:00,Central
101620,2023-08-07,2023-08-07 09:47:00,South
101621,2023-07-02,2023-07-02 16:54:00,Central
101622,2023-06-22,2023-06-22 15:49:00,East
101623,2023-02-27,2023-02-27 17:12:00,South
101624,2023-02-26,2023-02-26 10:55:00,South
101625,2023-05-26,2023-05-26 06:51:00,North
101626,2023-03-12,2023-03-12 09:56:00,West
101627,2023-02-10,2023-02-10 13:40:00,South
101628,2023-07-06,2023-07-06 18:56:00,South
101629,2023-11-25,2023-11-25 08:36:00,Central
101630,2023-02-06,2023-02-06 02:12:00,South
101631,2023-10-01,2023-10-01 11:43:00,South
101632,2023-06-26,2023-06-26 19:19:00,North
101633,2023-10-18,2023-10-18 18:38:00,West
101634,2023-09-12,2023-09-12 20:49:00,South
101635,2023-09-12,2023-09-12 14:01:00,West
101636,2023-04-20,2023-04-20 00:31:00,South
101637,2023-03-19,2023-03-19 11:56:00,West
101638,2023-09-15,2023-09-15 20:34:00,East
101639,2023-10-21,2023-10-21 03:42:00,West
101640,2023-10-06,2023-10-06 11:45:00,East
101641,2023-07-08,2023-07-08 06:21:00,West
101642,2023-11-06,2023-11-06 02:43:00,South
101643,2023-06-08,2023-06-08 06:22:00,North
101644,2023-01-24,2023-01-24 19:06:00,West
101645,2023-11-23,2023-11-23 00:59:00,North
101646,2023-10-27,2023-10-27 05:31:00,Central
101647,2023-05-28,2023-05-28 06:50:00,East
101648,2023-06-13,2023-06-13 04:44:00,Central
101649,2023-02-05,2023-02-05 01:23:00,South
101650,2023-04-15,2023-04-15 22:24:00,North
101651,2023-01-24,2023-01-24 11:27:00,East
101652,2023-04-01,2023-04-01 22:57:00,South
101653,2023-11-26,2023-11-26 09:19:00,North
101654,2023-05-20,2023-05-20 20:59:00,Central
101655,2023-10-04,2023-10-04 10:00:00,Central
101656,2023-08-25,2023-08-25 23:08:00,West
101657,2023-03-22,2023-03-22 19:15:00,East
101658,2023-05-22,2023-05-22 08:59:00,Central
101659,2023-06-01,2023-06-01 02:29:00,West
101660,2023-12-24,2023-12-24 14:48:00,Central
101661,2023-11-03,2023-11-03 13:33:00,South
101662,2023-08-07,2023-08-07 01:41:00,East
101663,2023-08-15,2023-08-15 11:06:00,Central
